UniProt	Concentration in g/L
LRX5_ARATH	0.0019941007703
MFP2_ARATH	0.0019912692616
PAE12_ARATH	0.0019911312421
UBC4_ARATH	0.0019905792599
PYR1_ARATH	0.0019896136591
TAT_ARATH	0.0019863754237
CX5B2_ARATH	0.0019854806724
B3H6K6_ARATH	0.0019843112212
DRG1_ARATH	0.0019815622876
TIR_ARATH	0.0019807383503
MTBC_ARATH	0.0019792286884
SBT3D_ARATH	0.0019770348703
IDE1_ARATH	0.0019767608140
F4JNE1_ARATH	0.0019755964988
ARF3_ARATH	0.0019751172742
A0A1P8B068_ARATH	0.0019741591738
NRP1_ARATH	0.0019704679952
LEU33_ARATH	0.0019680110444
CATB3_ARATH	0.0019673972856
UVR8_ARATH	0.0019612022435
PR19B_ARATH	0.0019611342745
A0A1P8B635_ARATH	0.0019602508930
ISPE_ARATH	0.0019593000040
GL17_ARATH	0.0019556366083
NMT1_ARATH	0.0019542815340
A0A5S9XBU1_ARATH	0.0019531304591
BXL7_ARATH	0.0019507627334
VPS4_ARATH	0.0019476552300
PS6AA_ARATH	0.0019467779200
CNIF1_ARATH	0.0019456986964
GUN4C_ARATH	0.0019452941418
G6PD1_ARATH	0.0019449570772
PPOCM_ARATH	0.0019448222677
A0A654ELM3_ARATH	0.0019436094028
FK152_ARATH	0.0019433399800
TSN2_ARATH	0.0019403115457
RS154_ARATH	0.0019362138682
EXLB1_ARATH	0.0019347381416
DGAT3_ARATH	0.0019319909244
ACA4_ARATH	0.0019299163502
Q94AJ9_ARATH	0.0019241727349
GGPP1_ARATH	0.0019219067209
FLAP1_ARATH	0.0019216403065
P2C76_ARATH	0.0019199760531
FCL2_ARATH	0.0019196433754
LEU32_ARATH	0.0019193772748
PDI52_ARATH	0.0019165854442
TRXO1_ARATH	0.0019149919361
A0A1I9LSH2_ARATH	0.0019107490553
CATA1_ARATH	0.0019098883695
CLPP2_ARATH	0.0019077714096
NQR_ARATH	0.0019069120651
C97B3_ARATH	0.0019048644206
CLPP3_ARATH	0.0019047323901
SYVM2_ARATH	0.0019045343614
IMB1_ARATH	0.0019007757257
SYKM_ARATH	0.0018989979092
UCH3_ARATH	0.0018966958069
FDC2_ARATH	0.0018957100461
LSF1_ARATH	0.0018933463100
CH60C_ARATH	0.0018922311261
A0A178UB93_ARATH	0.0018909855213
HDT3_ARATH	0.0018905268210
NDUA1_ARATH	0.0018875806890
IMDH2_ARATH	0.0018873190329
PME44_ARATH	0.0018854231105
Y1669_ARATH	0.0018851617534
PTAC5_ARATH	0.0018828111699
VATB2_ARATH	0.0018820935208
DRP1E_ARATH	0.0018818978458
A0A178W753_ARATH	0.0018800073693
F4ISS2_ARATH	0.0018789000420
CPPM_ARATH	0.0018770776305
4CLL7_ARATH	0.0018767523859
SERA3_ARATH	0.0018715561302
SAR1B_ARATH	0.0018669565050
TBB9_ARATH	0.0018668271019
MSRB1_ARATH	0.0018637887102
MA651_ARATH	0.0018636595267
F4I3P5_ARATH	0.0018634011865
P24B2_ARATH	0.0018590793085
MPC4_ARATH	0.0018565682055
DEKP3_ARATH	0.0018565682055
GPAT4_ARATH	0.0018539962387
A0A5S9XTF3_ARATH	0.0018534822730
GDL32_ARATH	0.0018521979821
A0A178VZU0_ARATH	0.0018511711902
RSZ22_ARATH	0.0018505297343
A0A178WD38_ARATH	0.0018498243896
D89S2_ARATH	0.0018487989135
BASS2_ARATH	0.0018471337272
GSTF7_ARATH	0.0018445109032
A0A178V3C7_ARATH	0.0018442552174
OST3B_ARATH	0.0018432328287
EF1D2_ARATH	0.0018417003081
ACOX1_ARATH	0.0018411259415
A0A654G2X2_ARATH	0.0018410621341
SYMM_ARATH	0.0018378745791
DJ1F_ARATH	0.0018324683962
ADHL1_ARATH	0.0018320238906
TI100_ARATH	0.0018312621317
MRS2B_ARATH	0.0018311986660
CH101_ARATH	0.0018287252221
STR2_ARATH	0.0018280915441
ACPM2_ARATH	0.0018279014835
A0A1I9LRK5_ARATH	0.0018218299665
DXS_ARATH	0.0018194322328
RB45A_ARATH	0.0018179195008
4CL1_ARATH	0.0018165339348
EIF3D_ARATH	0.0018159674167
A0A1P8ATZ7_ARATH	0.0018157156876
EF1B1_ARATH	0.0018126348367
Q208N7_ARATH	0.0018123835696
U89C1_ARATH	0.0018110022228
NTF2_ARATH	0.0018110022228
NAP1A_ARATH	0.0018100609992
A0A1S5M0M6_ARATH	0.0018084307035
2SS4_ARATH	0.0018029236676
HEXO3_ARATH	0.0018004884154
A0A654FCM5_ARATH	0.0017963747106
F4IRX7_ARATH	0.0017961879475
2AAB_ARATH	0.0017960012038
MDAR4_ARATH	0.0017959389602
PR1B2_ARATH	0.0017954410892
CRK9_ARATH	0.0017932023772
GASAE_ARATH	0.0017922082903
RGGC_ARATH	0.0017916493586
CYSD2_ARATH	0.0017910906013
FK151_ARATH	0.0017908423206
LSM3B_ARATH	0.0017895394116
RGGB_ARATH	0.0017892293349
NUCL2_ARATH	0.0017891053193
TPS7_ARATH	0.0017880515335
PMT8_ARATH	0.0017858220354
BIP1_ARATH	0.0017858220354
CISY2_ARATH	0.0017842135714
F4ISU2_ARATH	0.0017816183432
PHT21_ARATH	0.0017788419304
A0A1P8ATD8_ARATH	0.0017742241872
SCPDL_ARATH	0.0017738552860
RL192_ARATH	0.0017631293461
A0A384KDE3_ARATH	0.0017622740779
A0A654G071_ARATH	0.0017617244818
DEGP5_ARATH	0.0017581258159
A0A384LG12_ARATH	0.0017573338784
PAP9_ARATH	0.0017572729749
A0A178W467_ARATH	0.0017558727769
C71B7_ARATH	0.0017558727769
P2C58_ARATH	0.0017556902246
IDI1_ARATH	0.0017556293781
A0A384LAN5_ARATH	0.0017539873186
IF34_ARATH	0.0017533187718
A0A178UGW1_ARATH	0.0017513753569
SSL4_ARATH	0.0017508898398
TPL_ARATH	0.0017466473029
TPLAT_ARATH	0.0017465262387
GDL17_ARATH	0.0017400012193
A0A654FX34_ARATH	0.0017374703002
IF5A3_ARATH	0.0017372896612
BCA5_ARATH	0.0017357249096
F4IZ56_ARATH	0.0017350633237
AOC1_ARATH	0.0017343418812
COPZ3_ARATH	0.0017330200156
LHCA6_ARATH	0.0017273235182
MES3_ARATH	0.0017272037934
A0A178UR99_ARATH	0.0017245719465
PLCD2_ARATH	0.0017243328866
EXP11_ARATH	0.0017238548663
G3PC2_ARATH	0.0017221231532
UGE1_ARATH	0.0017216457455
NEET_ARATH	0.0017216457455
LACS6_ARATH	0.0017209298820
F4K7E0_ARATH	0.0017207509627
SYWC_ARATH	0.0017192606913
FTSH8_ARATH	0.0017156298435
FYPP3_ARATH	0.0017153920232
SYDM_ARATH	0.0017150947941
UAH_ARATH	0.0017149759169
CSP2_ARATH	0.0017147976166
RGP5_ARATH	0.0017095164639
A0A178VY96_ARATH	0.0017094572176
GPP2_ARATH	0.0017094572176
FK202_ARATH	0.0017093387312
CFI3_ARATH	0.0017060244431
SYVM1_ARATH	0.0017024805510
UBP6_ARATH	0.0017017136785
BAG7_ARATH	0.0017015957288
EXPA4_ARATH	0.0017002398945
F4K2Y3_ARATH	0.0016971785110
APG3_ARATH	0.0016955911213
A0A654FH59_ARATH	0.0016942987904
A0A384KMG1_ARATH	0.0016924794503
FKB18_ARATH	0.0016914825773
RETIC_ARATH	0.0016888466289
DHE2_ARATH	0.0016870916125
PSL5_ARATH	0.0016862147884
F4J6A1_ARATH	0.0016853968303
CHI59_ARATH	0.0016849296039
ANXD2_ARATH	0.0016834703559
CRR55_ARATH	0.0016830619930
A0A178W6N9_ARATH	0.0016817792114
ARGJ_ARATH	0.0016816043624
A0A178WIN8_ARATH	0.0016790419981
AIG2A_ARATH	0.0016789838080
RS212_ARATH	0.0016773553022
CIP1_ARATH	0.0016760187827
CYL3_ARATH	0.0016757283760
P2C39_ARATH	0.0016756703007
Q8L428_ARATH	0.0016746252891
CDI_ARATH	0.0016731169784
ARAS2_ARATH	0.0016722474173
KDSB_ARATH	0.0016686580229
Q9SSN5_ARATH	0.0016684267138
SYMC_ARATH	0.0016658844291
PFPB2_ARATH	0.0016655380542
GET3B_ARATH	0.0016650186268
STR10_ARATH	0.0016637495974
A0A178UUN9_ARATH	0.0016592581000
CYL1_ARATH	0.0016579934611
CCR1_ARATH	0.0016574189439
ORP3C_ARATH	0.0016565001305
LUT1_ARATH	0.0016513412875
2AAA_ARATH	0.0016512840574
BSL1_ARATH	0.0016484822090
A0A654G2U1_ARATH	0.0016467691386
Q9SK84_ARATH	0.0016436900965
SC13B_ARATH	0.0016431774829
HEM11_ARATH	0.0016427788939
NACA5_ARATH	0.0016416974968
F4IGU7_ARATH	0.0016407305344
HST_ARATH	0.0016382872298
GLDH_ARATH	0.0016373790222
INVA3_ARATH	0.0016365847537
RBCMT_ARATH	0.0016338644711
PNSL2_ARATH	0.0016323362997
F4JKZ9_ARATH	0.0016292842434
Y3126_ARATH	0.0016286067840
GCT23_ARATH	0.0016262378937
CXE7_ARATH	0.0016256743803
NSP5_ARATH	0.0016253926968
A0A178U9Q7_ARATH	0.0016234785429
NILP1_ARATH	0.0016202745764
SY121_ARATH	0.0016161244720
SYQ_ARATH	0.0016160684624
PUR2_ARATH	0.0016135500368
A0A1P8B879_ARATH	0.0016108680419
PFKA3_ARATH	0.0016107005653
SYHC_ARATH	0.0016100308330
AAE15_ARATH	0.0016100308330
FRI3_ARATH	0.0016094729356
A0A7G2EWI2_ARATH	0.0016088594716
SCP35_ARATH	0.0016085807017
SERC_ARATH	0.0016075218163
PKP3_ARATH	0.0016000182015
Q9FRM1_ARATH	0.0015983001001
REMO_ARATH	0.0015975801551
HIBC1_ARATH	0.0015955328554
Q93VA8_ARATH	0.0015916667600
NAA10_ARATH	0.0015914461235
AGT21_ARATH	0.0015901229462
SSL10_ARATH	0.0015883604209
MGE2_ARATH	0.0015874798910
Y5848_ARATH	0.0015870948127
Q9LHC4_ARATH	0.0015857202954
SYCC2_ARATH	0.0015836881941
VA713_ARATH	0.0015821521189
6PGD1_ARATH	0.0015807818823
CDKA1_ARATH	0.0015795223127
PFKA5_ARATH	0.0015784278506
PLY20_ARATH	0.0015779355901
M2K1_ARATH	0.0015733485555
FDL38_ARATH	0.0015720949088
SYFA_ARATH	0.0015715501567
A0A178W6R0_ARATH	0.0015687204868
GSTT1_ARATH	0.0015686661200
XK1_ARATH	0.0015675248530
TRNHC_ARATH	0.0015671989293
PPA10_ARATH	0.0015644313121
HEXO1_ARATH	0.0015602620103
UBP12_ARATH	0.0015586946358
A0A654EUS8_ARATH	0.0015577765622
SCP49_ARATH	0.0015576685891
AAP3_ARATH	0.0015563734955
GUN25_ARATH	0.0015536788412
OE64C_ARATH	0.0015530328187
Q8VZT9_ARATH	0.0015526022862
PR1B1_ARATH	0.0015506663668
GET3A_ARATH	0.0015503976800
A0A384LMS3_ARATH	0.0015500753174
FLU_ARATH	0.0015469089863
PAT_ARATH	0.0015461050186
INV1_ARATH	0.0015445518656
EGC2_ARATH	0.0015438561312
TLC1_ARATH	0.0015430002729
ST7R_ARATH	0.0015426794484
PR19A_ARATH	0.0015422517861
RLP51_ARATH	0.0015420379994
NDB3B_ARATH	0.0015417173750
AKH2_ARATH	0.0015405957143
BGL42_ARATH	0.0015403287725
SPZX_ARATH	0.0015400085035
NHL1_ARATH	0.0015394215164
U71B1_ARATH	0.0015393681651
RAGP1_ARATH	0.0015392081221
NOP5B_ARATH	0.0015389947573
LRK41_ARATH	0.0015388880860
Y5659_ARATH	0.0015386214402
MES10_ARATH	0.0015382482136
FPPS1_ARATH	0.0015368627357
PLSP1_ARATH	0.0015328731528
Y14_ARATH	0.0015315986748
NUDT3_ARATH	0.0015303252565
BXL1_ARATH	0.0015300070674
D1861_ARATH	0.0015296359304
AK2_ARATH	0.0015250835878
Q9SK46_ARATH	0.0015243437921
PLY1_ARATH	0.0015239740289
MLP28_ARATH	0.0015204920963
Q66GJ1_ARATH	0.0015195438597
Q9LMR1_ARATH	0.0015189120306
A0A178W7A2_ARATH	0.0015177543595
BH080_ARATH	0.0015168603998
PPI1_ARATH	0.0015168078303
A0A1I9LT53_ARATH	0.0015154416635
VATO1_ARATH	0.0015152841081
O82487_ARATH	0.0015146015572
SC24A_ARATH	0.0015139717831
MRF3_ARATH	0.0015138668462
FAD3C_ARATH	0.0015135520791
Q8L9M8_ARATH	0.0015115600739
A0A1I9LRJ3_ARATH	0.0015112457865
ASD1_ARATH	0.0015110362978
ACLA1_ARATH	0.0015087861282
LOG8_ARATH	0.0015074271865
SBT16_ARATH	0.0015029409392
BXL4_ARATH	0.0015029409392
DRP1C_ARATH	0.0015013270794
A0A178WLL7_ARATH	0.0015008588642
F4I3C3_ARATH	0.0014995590323
PTBP3_ARATH	0.0014985719129
A0A5S9WS65_ARATH	0.0014980526375
A0A178UTX2_ARATH	0.0014974297444
MDHM2_ARATH	0.0014959773344
PRF5_ARATH	0.0014957699623
A0A1I9LN21_ARATH	0.0014937495900
PPD5_ARATH	0.0014907499796
HPCA1_ARATH	0.0014898202914
FQRL2_ARATH	0.0014885300196
ALB3_ARATH	0.0014877563929
TIC56_ARATH	0.0014852320133
ECI2_ARATH	0.0014843057663
MIC10_ARATH	0.0014813764599
A0A178WE75_ARATH	0.0014805552381
CBF5_ARATH	0.0014778381911
YKT61_ARATH	0.0014775821234
VIK_ARATH	0.0014769165552
RSZ21_ARATH	0.0014768653700
DRG3_ARATH	0.0014749216486
BXL6_ARATH	0.0014741550945
ACCH6_ARATH	0.0014738996650
A0A1P8ART2_ARATH	0.0014724190466
SEOA_ARATH	0.0014723169898
FAX1_ARATH	0.0014719088335
GALDH_ARATH	0.0014711948321
GRXC1_ARATH	0.0014709908953
A0A178WEY5_ARATH	0.0014663081440
MAP1D_ARATH	0.0014658000484
PHO32_ARATH	0.0014646320965
AB4F_ARATH	0.0014598683939
GSTUH_ARATH	0.0014566843747
PAP2_ARATH	0.0014565329280
A0A1P8B9R5_ARATH	0.0014555236862
A0A178VRE7_ARATH	0.0014547167962
TRXY2_ARATH	0.0014535072999
TTHL_ARATH	0.0014533058149
HIS2_ARATH	0.0014521478185
BGL23_ARATH	0.0014516949406
RAA2C_ARATH	0.0014499350913
A0A178W6C2_ARATH	0.0014494326691
A0A654EPQ6_ARATH	0.0014491312994
GNAT8_ARATH	0.0014467225964
CFI1_ARATH	0.0014449186969
CSN5A_ARATH	0.0014442177881
FK161_ARATH	0.0014439175026
SC24B_ARATH	0.0014431670622
ADRC3_ARATH	0.0014424170118
BAM5_ARATH	0.0014413176430
HIR3_ARATH	0.0014412676916
A0A1P8ARB4_ARATH	0.0014383236212
NCPR2_ARATH	0.0014374764463
P2C26_ARATH	0.0014364306251
14338_ARATH	0.0014352363324
SCP26_ARATH	0.0014329997094
RABF1_ARATH	0.0014326521037
LHCA5_ARATH	0.0014313617348
TRPB1_ARATH	0.0014306178199
MANA1_ARATH	0.0014303203622
H2B10_ARATH	0.0014302707919
KN14A_ARATH	0.0014297256324
CARK1_ARATH	0.0014275965471
FRI4_ARATH	0.0014272997176
IDH6_ARATH	0.0014272997176
UGDH3_ARATH	0.0014259153291
A0A5S9Y515_ARATH	0.0014253718297
SKP1A_ARATH	0.0014242854522
PFD2_ARATH	0.0014242854522
PIP11_ARATH	0.0014241373740
ACA11_ARATH	0.0014235452150
AB1K1_ARATH	0.0014225095293
FABH_ARATH	0.0014211297870
ALT3_ARATH	0.0014173423922
LEU11_ARATH	0.0014153298473
A0A178UC08_ARATH	0.0014143981738
DSLE_ARATH	0.0014131242459
Q8LG92_ARATH	0.0014103842969
DF197_ARATH	0.0014096512846
A0A1P8BAU8_ARATH	0.0014087721726
CA1P_ARATH	0.0014085280721
PSRP5_ARATH	0.0014083328222
M2K2_ARATH	0.0014070155930
FTSH4_ARATH	0.0014047255767
OEP37_ARATH	0.0014041901539
RBP1B_ARATH	0.0014036062891
A0A178VNL2_ARATH	0.0014035576446
OTU2_ARATH	0.0014033630837
P4H4_ARATH	0.0014031685497
EGY1_ARATH	0.0014015646733
PPDK1_ARATH	0.0013991865411
NUDT1_ARATH	0.0013983624181
MIC60_ARATH	0.0013959413390
A0A384KF55_ARATH	0.0013956027225
WPP2_ARATH	0.0013942973999
GYRA_ARATH	0.0013942973999
A0A1P8AZZ1_ARATH	0.0013940558075
C71BS_ARATH	0.0013937659519
MGN_ARATH	0.0013932829932
A0A5S9XLF4_ARATH	0.0013922210728
SYCM_ARATH	0.0013895216537
A0A654EY72_ARATH	0.0013870197370
6PGL3_ARATH	0.0013855783732
TRXB1_ARATH	0.0013852902802
A0A178UYQ8_ARATH	0.0013827959824
Q93WC8_ARATH	0.0013827001376
Q944A2_ARATH	0.0013816941683
PHOX2_ARATH	0.0013815505181
ACFR1_ARATH	0.0013813590078
A0A178VUX9_ARATH	0.0013807846362
PEX7_ARATH	0.0013792063454
FLOR1_ARATH	0.0013791107494
DDB1A_ARATH	0.0013789195773
AB1K8_ARATH	0.0013786806495
F4K1G7_ARATH	0.0013779641143
RS263_ARATH	0.0013761505581
JAL30_ARATH	0.0013761028652
CP21D_ARATH	0.0013753876697
UBA5_ARATH	0.0013751970137
F4I2A0_ARATH	0.0013751016956
A0A178UWU5_ARATH	0.0013740060123
CAS1_ARATH	0.0013725781721
MBD10_ARATH	0.0013714369684
THO4A_ARATH	0.0013704866901
PUR5_ARATH	0.0013696794713
VILI3_ARATH	0.0013687778482
PPOX1_ARATH	0.0013669290072
KLCR1_ARATH	0.0013667868921
A0A178UE51_ARATH	0.0013651299744
SYYM_ARATH	0.0013650353541
HSOP1_ARATH	0.0013641840663
HS906_ARATH	0.0013637586215
VTE6_ARATH	0.0013637113580
TOC34_ARATH	0.0013637113580
MAOP1_ARATH	0.0013632388136
CLU_ARATH	0.0013623886461
Q9CAP1_ARATH	0.0013600769867
CP18B_ARATH	0.0013583340474
LSM2_ARATH	0.0013580986865
RGP1_ARATH	0.0013567343969
MORF5_ARATH	0.0013564993131
PME18_ARATH	0.0013549957411
Q93ZN4_ARATH	0.0013513377628
RS211_ARATH	0.0013510099660
OPT3_ARATH	0.0013507290606
NUCL1_ARATH	0.0013503078120
SR543_ARATH	0.0013501206326
A0A178W2U7_ARATH	0.0013489513488
UXS1_ARATH	0.0013476429532
PTC52_ARATH	0.0013445638968
COPA2_ARATH	0.0013431666523
SCP34_ARATH	0.0013419568816
VILI4_ARATH	0.0013403765177
RAA1B_ARATH	0.0013401442683
TL1Y_ARATH	0.0013397263207
PYRB_ARATH	0.0013391692601
GDL67_ARATH	0.0013387980150
ERD7_ARATH	0.0013371286852
EXLA1_ARATH	0.0013371286852
BGAL2_ARATH	0.0013365263834
EXOL3_ARATH	0.0013363874292
URIC_ARATH	0.0013354151542
XYLL3_ARATH	0.0013353225935
NDADB_ARATH	0.0013333802998
A0A384LER9_ARATH	0.0013331954668
TBA1_ARATH	0.0013319485144
IMPA4_ARATH	0.0013309333415
FZL_ARATH	0.0013278924627
ALKR2_ARATH	0.0013237111264
GSTUI_ARATH	0.0013225188791
STN8_ARATH	0.0013223355517
GDL19_ARATH	0.0013210071883
LPR2_ARATH	0.0013205494414
SR1P1_ARATH	0.0013163456053
ERA_ARATH	0.0013154790905
NBP35_ARATH	0.0013145675858
TNPO1_ARATH	0.0013142031608
E134_ARATH	0.0013135201362
ARGI1_ARATH	0.0013133380562
RPT2_ARATH	0.0013129739721
TI222_ARATH	0.0013126099889
TSA1_ARATH	0.0013118823251
A0A178UGM8_ARATH	0.0013117913955
HOZ_ARATH	0.0013095202026
GLYM2_ARATH	0.0013092025496
PDI13_ARATH	0.0013056229455
GLTP1_ARATH	0.0013047182702
CXE4_ARATH	0.0013040853705
GDL65_ARATH	0.0013031817606
CSP1_ARATH	0.0012976383093
ENL09_ARATH	0.0012972336180
AL3H1_ARATH	0.0012969638939
CDC25_ARATH	0.0012966942259
PSMF1_ARATH	0.0012966043490
APR3_ARATH	0.0012944940347
PPR3_ARATH	0.0012937315757
A0A1P8AW92_ARATH	0.0012917602371
JAL16_ARATH	0.0012910888767
SYWM_ARATH	0.0012907756945
HIR4_ARATH	0.0012889428671
WHY1_ARATH	0.0012869788253
A0A178WN84_ARATH	0.0012855523113
PULA1_ARATH	0.0012854632067
HSTC_ARATH	0.0012840383726
A0A178WBP0_ARATH	0.0012817708069
Q9SRL6_ARATH	0.0012812378442
A0A178UUA0_ARATH	0.0012810602392
A0A1P8B0S6_ARATH	0.0012782219057
Q9LY44_ARATH	0.0012766281075
A0A178WCV7_ARATH	0.0012764069039
GPDL4_ARATH	0.0012762299686
VP26B_ARATH	0.0012749479209
GSOX3_ARATH	0.0012745061342
LEA14_ARATH	0.0012742411356
F26_ARATH	0.0012741086570
LUT5_ARATH	0.0012739761922
FLK_ARATH	0.0012736230200
RU17_ARATH	0.0012711976097
A0A384LPW6_ARATH	0.0012707571225
FTSHB_ARATH	0.0012699206174
U74D1_ARATH	0.0012685569751
AB28B_ARATH	0.0012674144042
A0A178UXV4_ARATH	0.0012661412123
ENO3_ARATH	0.0012640366700
RNJ_ARATH	0.0012631608101
BSK1_ARATH	0.0012629419400
ODP23_ARATH	0.0012626793459
A0A1P8API1_ARATH	0.0012586161124
A8MR07_ARATH	0.0012583980297
SKP1B_ARATH	0.0012583544177
UXS2_ARATH	0.0012577440085
AGP31_ARATH	0.0012575696602
A0A384LEI3_ARATH	0.0012565676266
IPYR5_ARATH	0.0012548268609
SYLM_ARATH	0.0012537835592
HLB1_ARATH	0.0012529148038
TCLOT_ARATH	0.0012526108817
Q9FVR9_ARATH	0.0012501821569
PSL4_ARATH	0.0012494024959
RAA1E_ARATH	0.0012493158969
LTG31_ARATH	0.0012487098721
A0A1R7T377_ARATH	0.0012469799920
DEF1A_ARATH	0.0012452956662
APY2_ARATH	0.0012441740465
HCAR_ARATH	0.0012433119496
FTRA1_ARATH	0.0012400414257
Q9FFK7_ARATH	0.0012379802656
F4KIH8_ARATH	0.0012378944584
FAH2_ARATH	0.0012372082142
F4IB62_ARATH	0.0012369938409
HEMH2_ARATH	0.0012366937807
PMI1_ARATH	0.0012347237666
IF32_ARATH	0.0012347237666
APY5_ARATH	0.0012342103662
PPP5_ARATH	0.0012326287251
RIN1_ARATH	0.0012306651865
SEOB_ARATH	0.0012283641537
STAD1_ARATH	0.0012274279298
MSI4_ARATH	0.0012248782170
NDS8A_ARATH	0.0012229694089
A0A654FGQ1_ARATH	0.0012225456335
A0A654GDA3_ARATH	0.0012219525945
CLO_ARATH	0.0012208943118
DJ1E_ARATH	0.0012202597821
A0A1P8B584_ARATH	0.0012200060626
KEA2_ARATH	0.0012184848530
COSA_ARATH	0.0012172186274
CTL1_ARATH	0.0012170920772
NAP1C_ARATH	0.0012162065944
TBB7_ARATH	0.0012161644446
MTN1_ARATH	0.0012153217557
HDT2_ARATH	0.0012145217421
RER3_ARATH	0.0012123769403
GLGB1_ARATH	0.0012118308321
SBT41_ARATH	0.0012102359261
A0A1P8BG97_ARATH	0.0012075963631
CAO_ARATH	0.0012075126618
AKRCA_ARATH	0.0012073871208
A0A384K9J2_ARATH	0.0012073452766
RS252_ARATH	0.0012073034340
P2C62_ARATH	0.0012032515795
A0A1P8BEP1_ARATH	0.0011986731448
TRPE_ARATH	0.0011983823801
UGPI6_ARATH	0.0011979671244
LSF2_ARATH	0.0011956857887
SCP24_ARATH	0.0011946502546
A0A384LDT4_ARATH	0.0011942362921
TPC1_ARATH	0.0011928298923
Q8LA96_ARATH	0.0011906821308
A0A654FJY5_ARATH	0.0011905583396
A0A1P8B223_ARATH	0.0011898570988
TIC32_ARATH	0.0011889090187
CAX1_ARATH	0.0011886618178
AP4M_ARATH	0.0011885794288
FAD6C_ARATH	0.0011879616941
UBA3_ARATH	0.0011866449327
A0A654GEA1_ARATH	0.0011853707120
RIBA1_ARATH	0.0011823345524
F4I035_ARATH	0.0011820067851
STLP2_ARATH	0.0011818019767
A0A1P8ATN7_ARATH	0.0011816791086
LCYB_ARATH	0.0011811058934
RD21B_ARATH	0.0011795514249
PTAC6_ARATH	0.0011781623188
CML12_ARATH	0.0011769787858
CFIS2_ARATH	0.0011748595652
NDC1_ARATH	0.0011743303565
SGT1A_ARATH	0.0011723377887
A0A178UIM5_ARATH	0.0011723377887
A0A178UN28_ARATH	0.0011720940332
SCKL2_ARATH	0.0011718909424
TOL1_ARATH	0.0011713630709
F4J9W8_ARATH	0.0011712818811
A0A384LNB9_ARATH	0.0011703891636
AGD5_ARATH	0.0011703080412
GET3D_ARATH	0.0011677960343
P2C21_ARATH	0.0011675127596
HTH_ARATH	0.0011673104626
AS1_ARATH	0.0011644819821
B5X565_ARATH	0.0011636751044
TPS1L_ARATH	0.0011635944474
A0A1P8BBC4_ARATH	0.0011621838542
SYP71_ARATH	0.0011564783973
PMK_ARATH	0.0011553566880
TATB_ARATH	0.0011543160750
CLCA_ARATH	0.0011539560812
A0A5S9X7H6_ARATH	0.0011512397545
IDH2_ARATH	0.0011511599594
Q9FFW8_ARATH	0.0011511200639
F4IBX4_ARATH	0.0011497245931
R15A4_ARATH	0.0011484502145
GSTZ1_ARATH	0.0011479329018
SYP22_ARATH	0.0011476942207
SARD4_ARATH	0.0011465015593
A0A1I9LLZ4_ARATH	0.0011457071403
SKL2_ARATH	0.0011429310063
RZ1A_ARATH	0.0011409917159
BBE16_ARATH	0.0011397665176
A0A1P8B493_ARATH	0.0011394505511
A0A178US13_ARATH	0.0011390951934
PUX4_ARATH	0.0011388978203
A0A384KS64_ARATH	0.0011376748705
RK35_ARATH	0.0011375171662
F4K6Z4_ARATH	0.0011370441844
SAP18_ARATH	0.0011369259697
BCCP2_ARATH	0.0011363350806
SAD2H_ARATH	0.0011362956989
RD19A_ARATH	0.0011360988109
JAL29_ARATH	0.0011360200653
SERA2_ARATH	0.0011346822242
RAG3E_ARATH	0.0011334245189
CSK2P_ARATH	0.0011302471792
MPK6_ARATH	0.0011292683188
VIP3_ARATH	0.0011265710605
ACBP4_ARATH	0.0011259465301
NLAL1_ARATH	0.0011252833458
SCP29_ARATH	0.0011252053498
BIG5_ARATH	0.0011251273592
A8MR72_ARATH	0.0011243087843
Q9FNN1_ARATH	0.0011227123303
RPOC1_ARATH	0.0011214678927
F4K3A9_ARATH	0.0011197978514
ODO2B_ARATH	0.0011192934450
CRR6_ARATH	0.0011173555368
TOCC_ARATH	0.0011160396761
PLDD1_ARATH	0.0011148412714
ARAK_ARATH	0.0011147639992
CYC1B_ARATH	0.0011146481008
C3H33_ARATH	0.0011099450978
BCB2_ARATH	0.0011091760091
GPLPB_ARATH	0.0011082538060
PAE3_ARATH	0.0011067568610
KAD3_ARATH	0.0011061049795
CTPA2_ARATH	0.0011059133227
JAL23_ARATH	0.0011057600212
DNJA6_ARATH	0.0011054534819
Q9SIQ8_ARATH	0.0011051470276
UGGG_ARATH	0.0011036542791
DPH5_ARATH	0.0011036160300
SIRB_ARATH	0.0011025073831
ABA2_ARATH	0.0011020107651
CYB5A_ARATH	0.0011004078351
HMA6_ARATH	0.0011000646536
PGL1B_ARATH	0.0010997596932
SAMC1_ARATH	0.0010988453191
Q9LIK1_ARATH	0.0010980078107
CHUP1_ARATH	0.0010979697573
C71B2_ARATH	0.0010976273362
COPT6_ARATH	0.0010976273362
RU2A_ARATH	0.0010972850218
A0A1P8AVD8_ARATH	0.0010954231821
A0A178W3A8_ARATH	0.0010953852182
PNSB4_ARATH	0.0010947400346
HIR1_ARATH	0.0010945503471
CPP1_ARATH	0.0010938677440
ECH2_ARATH	0.0010923902306
LPA1_ARATH	0.0010921630981
A0A654FXW0_ARATH	0.0010897055205
AXS1_ARATH	0.0010884976683
BCAT5_ARATH	0.0010884599445
Y1816_ARATH	0.0010876680466
GEML1_ARATH	0.0010873288382
VAP12_ARATH	0.0010867637259
